Civil & Environmental Engineering	Civil & Environmental Engineering	LAND USE DEVELOPMENT AND CONTROLS	Inclusive	The purpose of this course is to provide an understanding of the regulatory framework under which land is developed and the built environment is designed. The quality of our environment depends upon the development which is permitted to take place and the controls which direct that development. Through this course, the student will learn the principles, methods, and techniques which a planner or engineer may use to plan and design the highest and best uses and development of land. In particular, the use and limits of zoning, special permits, subdivision control, and other tools with which a developer or planner should be familiar will be examined in detail.
Civil & Environmental Engineering	Civil & Environmental Engineering	HAZARDOUS AND INDUSTRIAL WASTE MANAGEMENT	Inclusive	This course will cover concepts and techniques for handling hazardous and industrial wastes. Regulations governing hazardous waste, water & soil remediation concepts, and the fundamentals of waste treatment processes will be discussed. Instruction will be provided through lectures, fieldtrips, practitioner seminars, and class problem solving sessions.
Civil & Environmental Engineering Chemical Engineering	Civil & Environmental Engineering Chemical Engineering	TRANSPORT & TRANSFORMATIONS IN THE ENVIRONMENT	Inclusive	In this course, students will learn to make quantitative relationships between human activities and the effects on water, soil, and air in the environment. Students will learn the scientific and engineering principles that are needed to understand how contaminants enter and move in the environment, how compounds react in the environment, how to predict their concentrations in the environment, and how to develop solutions to environmental problems. Topics to be covered may include water quality engineering (including microbial interactions), air quality engineering, and hazardous waste management.
Chemistry	Chemistry 	STRUCTURE, BONDING, AND REACTIVITY IN INORGANIC CHEMISTRY	Inclusive	This course provides the fundamental understanding of atomic, molecular and solid state structures and properties. Orbital structures of atoms, symmetry of molecules and point groups are used to understand chemical bonding and reactions. Various acid-base concepts are explored to analyze the acidity of cations and basicity of anions, solubility and precipitations of inorganic compounds, and metal-ligand binding affinities. Redox properties are discussed using Pourbaix diagrams. Thermodynamic stabilities of inorganic species are discussed using acid-base and redox concepts and thermochemical analyses are used to analyze chemical reactivity at atomic, molecular, and solid state level.
Chemical Engineering	Chemical Engineering	INTRODUCTION TO CHEMICAL ENGINEERING	Inclusive	This course provides an introduction to the broad and vital discipline of chemical engineering including conventional and developing chemical technologies. An introduction is provided to the first principles of chemical engineering, as well as environmental, health, safety and ethical issues in chemical engineering practice. An overview is provided of the chemical engineering profession, career choices, the course of study, and a survey of the chemical industry, e.g., polymer, pharmaceutical, food processing, microelectronic, electrochemical, biotechnology, process control, energy, and petroleum refining. Course activities include guest speakers and plant trips.
Chemical Engineering	Chemical Engineering	BIOENERGY	Inclusive	The primary goal of this course is to provide students the necessary understanding and tools to evaluate biochemical and thermochemical biofuel production technologies. The secondary goals include developing understanding of 1) fuel properties, 2) biomass resources, 3) basic enzyme kinetics, 4) biochemical reactor design, 5) the corn ethanol process, 6) challenges to cellulosic ethanol, 7) biomass gasification reactions and thermochemistry, 8) gasification reactor design, and 9) techno economic concepts of biofuel processes.
Chemical Engineering	Chemical Engineering	RESILIENT INFRASTRUCTURE FOR A CHANGING CLIMATE	Inclusive	This course is intended to provide students with understanding, knowledge, skills and tools to evaluate the risk and resilience of infrastructure components to climate change related and extreme weather events, and to conduct further studies and research on this subject. Methods to consider impact of climate change and extreme weather events on the infrastructure, understand different Intergovernmental Panel on Climate Change (IPCC) scenarios, utilize downscaled data for design of infrastructure, estimation of vulnerability, criticality, consequence, risk and resiliency, in both qualitative and quantitative way, and available adaptation frameworks and tools/software for increasing resiliency will be presented.
Chemical Engineering	Chemical Engineering	ENERGY CHALLENGES IN THE 21ST CENTURY	Inclusive	The goal of this course is to prepare students for future work in energy-related fields by providing an overview of the challenges related to energy production. Students will study several major energy systems. The details of such energy systems will be examined using engineering principles, particularly focusing on relevant chemical processes. For example, the details and processes of a typical power plant or a refinery will be examined. Students will also become familiar with environmental and economic issues related to energy production. Topics to be covered may include: fossil fuels, the hydrogen economy, biofuels, nuclear energy, fuel cells, batteries, and the electricity grid.
Chemical Engineering	Chemical Engineering	UNIT OPERATIONS OF CHEMICAL ENGINEERING II	Inclusive	Overall format and procedure are essentially the same as in Unit Operations of Chemical Engineering I. Laboratory projects include experiments in heat and mass transfer such as: heat transfer in two heaters and a cooler, climbing film evaporation, multiple effect evaporation, absorption, extraction, distillation and rotary drying of solids.
Chemical Engineering	Chemical Engineering	CHEMICAL PLANT DESIGN PROJECT	Inclusive	Application of Chemical Engineering design principles to the design of a major chemical plant. Students work in groups to produce a preliminary practical process flowsheet, equipment and plant design, and economic analysis. 
Electrical & Computer Engineering	Electrical & Computer Engineering	INTRODUCTION TO CONTEMPORARY ELECTRIC POWER SYSTEMS	Inclusive	This course introduces basic concepts underlying the current and future methods of generation, transmission, storage, and use of electric energy. Beginning with an historical overview of the electric power system that has served well for more than 100 years, the course provides an introduction to the fundamental engineering principles underlying the design and implementation of traditional as well as modern electric power systems. Energy sources including thermal (combustion, nuclear, geothermal), solar, wind, and chemical (fuel cells) are presented, along with the environmental impacts. Concepts of three-phase systems, transmission and distribution of power, economic and regulatory aspects, as well as communications, protection, and control systems are included. Student project work is included.
Social Science & Policy Studies	Economics	DEVELOPMENT ECONOMICS	Inclusive	This course is a general introduction to the field of development economics. The focus is on ways in which a developing country can increase its productive capacity, both agricultural and industrial, in order to achieve sustained economic growth. The course proceeds by first examining how economic growth and economic development are measured and how the various nations of the world compare according to well-known social and economic indicators. Theories of economic growth and theories of economic development are then examined, as are the various social and cultural structures that are thought to influence economic progress. The inputs to economic growth and development (land, labor, capital, entrepreneurial ability, education, technical change), and the possible distributions of income and levels of employment that result from their use, is considered next. Domestic economic problems and policies such as development planning, the choice of sectorial policies, the choice of monetary and fiscal policies, rapid population growth, and urbanization and urban economic development are then examined. The course concludes with a consideration of international problems and policies such as import substitution and export promotion, foreign debt, foreign investment, and the role of international firms. In conjunction with a traditional presentation of the above topics, the course curriculum will include the use of computer simulation models and games. These materials have been formulated with a simulation technique, system dynamics, that has its origins in control engineering and the theory of servomechanisms. As a result, students will find them complementary to their work in engineering and science. In addition, the various development theories and simulation and gaming results will be related, where possible, to specific developing nations where WPI has ongoing project activities (e.g., Costa Rica and Thailand). This course is recommended for those students wishing to do an IQP or MQP in a developing nation.
Social Science & Policy Studies	Economics	INTRODUCTORY MICROECONOMICS	Inclusive	The course focuses upon the implications of reliance upon markets for the allocation of resources in a society, at the household, firm, and community level. Outcomes of current market systems are examined in terms of the efficient use of natural and other economic resources, as well as their impact upon the environment, fairness, and social welfare of special interest in these analyses is the role of prices in the determination of what commodities are produced, their means of production, and distribution among households. In cases where current market outcomes have features subject to widespread criticism, such as the presence of excessive pollution, risk, discrimination, and poverty, the analysis is extended to suggest economic solutions.
Social Science & Policy Studies	Economics	ENVIRONMENTAL ECONOMICS	Inclusive	This course investigates the effect of human activity upon the environment as well as the effect of the environment on human well-being. It pays special attention to the impact of production and consumption of material goods upon the quantity and quality of environmental goods. The analysis focuses on the challenges presented in mixed economics where markets are combined with government intervention to manage pollution and scarcity. The course reviews efforts to measure the costs and benefits of improving environmental conditions and evaluates current and potential policies in terms of the costs of the environmental improvements they may yield. Attention is also paid to the special difficulties which arise when the impacts of pollution spill across traditional political boundaries. 
Social Science & Policy Studies	Economics	PUBLIC ECONOMICS	Inclusive	This course examines the economics of government expenditure and taxation. On the expenditure side, the course will review why governments often choose to be involved in the provision of healthcare, education, national defense, a clean environment, and infrastructure such as roads and bridges. It will also delve into the rationale behind programs such as social security. Regarding taxation, the course will cover income, consumption, and corporate taxes, including the use of corrective taxes to address market failures due to externalities. Within each topic, the relevant economic theories will be presented, and then students will practice applying the theories to real-world examples. As such, there will be plenty of opportunity to discuss policy implications and debate proposed policy changes. 
Humanities & Arts 	English 	LITERATURE AND THE ENVIRONMENT	Inclusive 	This course will examine the many ways in which dramatists, essayists, filmmakers, novelists, and poets have articulated ecological and environmental concerns. Topics to be discussed may include changing attitudes towards terms like 'nature' and 'wilderness', the effects of technology on the environment, issues of conservation and sustainability, the dynamics of population growth, the treatment of animals, the production of food, and the presence of the spiritual in nature. Materials will include works by writers such as Wendell Berry, Rachel Carson, Winona LaDuke, Wangari Maathai, Thomas Malthus, Arne Naess, Nicolas Roeg, and Gary Snyder.
Social Science & Policy Studies	Environmental Studies	ENVIRONMENTAL GOVERNANCE AND INNOVATION	Focused	With global attention dominated by environmental catastrophe and despair, we will spotlight new work that has brought together scientists, environmentalists, engineers, and artists to tackle the most serious problems facing communities. We will explore the political ecology implications of control over essential resources and the positive consequences of rethinking and democratizing basic social needs for a more sustainable future. Recent exciting case studies will feature examples of simple solutions that inspire elegant, transferrable, and inexpensive applications of technological design. We will examine the role and obligation that scientists have to collaborate with interdisciplinary and public policy efforts that benefit people with sustainable approaches to architecture, food, energy, transportation, and infrastructure.
Social Science & Policy Studies	Environmental Studies	THE GREEN ECONOMY AND MODELS FOR ALTERNATIVE FORMS OF DEVELOPMENT.	Inclusive 	This course examines the limitations of traditional economic models and charts a new course for current policies and practices. To chart this path we draw upon and synthesize examples from existing alternative economies (e.g., different forms of dematerialization, hybrid organizations, solidary economy, sharing economy).The course critically examines current paradigms of greening and seeks to expand thinking that will encompass new, alternative, and socially just conceptions of economy and economic development. A particular emphasis is laid on the spatial implications of de-growth oriented activities which partly challenge existing models and research methods in economic geography.
Social Science & Policy Studies	Environmental Studies	ADVENTURES IN SUSTAINABLE URBANISM.	Focused	This course will take students on an adventure, both in the class and in the field. Students will examine the history of sustainable development, its antecedents, the factors that have influenced its evolution, and how the sustainable city came into existence. Students will be invited on a number of virtual field trips to sustainable cities from around the world. The goal will be to explore the underlying factors of sustainable urbanism, why it looks the way it does in different places, and how students can exercise their own agency in developing alternatives. Students will also develop their own field trips for publication on the course website.
Social Science & Policy Studies	Environmental Studies	INTRODUCTION TO ENVIRONMENTAL STUDIES	Focused	The study of environmental problems and their solutions requires an interdisciplinary approach. This course will examine current environmental issues from the intersection of several key disciplines including: environmental philosophy and history, environmental policy, and science. The course will develop these different approaches for analyzing environmental problems, explore the tensions between them, and present a framework for integrating them. Topics such as environmental justice, developing nations, globalization, and climate change policy will be explored.
Social Science & Policy Studies	Environmental Studies	INTRODUCTION TO GRAPHICAL INFORMATION SYSTEMS	Focused	This course introduces Geographic Information Systems (GIS) as a powerful mapping and analytical tool. Topics include GIS data structure, map projections, and fundamental GIS techniques for spatial analysis. Laboratory exercises concentrate on applying concepts presented in lectures and will focus on developing skills using ArcGIS. These exercises include examples of GIS applications in environmental modeling, socio-demographic change and site suitability analyses. Although the course is computer-intensive, no programming background is required. This course will be offered in 2015-16 and in alternating years thereafter. 
Social Science & Policy Studies	Environmental Studies	PLANNING FOR SUSTAINABLE COMMUNITIES	Focused	Sustainability planning seeks to anticipate and balance environmental, social, and economic impacts of human actions. This course presents an overview of how various perspectives can contribute to frameworks for environmental land use planning and management. Students are encouraged to think critically about problems land and natural resource use pose to society. Technical principles and analysis of sustainability planning are introduced and applied to challenges that communities currently face such as food, fiber and energy production, environmental conservation, hazard mitigation and resilience, water security, economic development, and waste management. Techniques to engage a diverse set of stakeholders in a collaborative planning process are examined along with the role of technology.
Social Science & Policy Studies	Environmental Studies	ENVIRONMENTAL PROBLEMS AND HUMAN BEHAVIOR	Focused	This course examines how people think about and behave toward the environment. Environmental problems can ultimately be attributed to the environmental decisions and actions of human beings. These behaviors can in turn be understood as resulting from the nature and limitations of the human mind and the social context in which behavior takes place. Knowledge of the root causes of environmentally harmful behavior is essential for designing effective solutions to environmental problems. The goals of the course are (1) to provide students with the basic social science knowledge needed to understand and evaluate the behavioral aspects of such important environmental problems as air and water pollution, global warming, ozone depletion, preserving biological diversity, and hazardous waste and (2) to help students identify and improve shortcomings in their knowledge and decisions related to the environment. Topics will include, but not be limited to: environmental problems as "tragedies of the commons"; public understanding of global warming and global climate modeling; folk biology; risk perception; intelligent criticism of environmental claims; making effective environmental choices; strategies for promoting pro-environmental behavior; and human ability to model and manage the global environmental future. 
Social Science & Policy Studies	Environmental Studies	ENVIRONMENTAL PROBLEMS IN THE DEVELOPING WORLD	Focused	Environment and development are often seen as incompatible, in part because many poor people in the developing world depend directly on natural resources for their livelihoods. At the same time, poor people are often seen as responsible for causing environmental degradation because they lack the knowledge, skills and resources to manage the environment effectively. The vicious circle is completed as environmental degradation exacerbates poverty. However, optimists argue that poor people can and do contribute positively to environmental o utcomes, that states and organizations can facilitate their efforts and that environmental interventions can coincide with development. This course will examine these different perspectives on environmental problems in the developing world through the insights and critiques of social science. Subjects covered include sustainable development, population, environmental risks, gender, urbanization, environmental decision making, and non-governmental organizations (NGOs). The goals of this course are to think critically about the various links between environment and development and the role of governmental and non-governmental organizations in promoting sustainable development in the developing world.
Social Science & Policy Studies	Environmental Studies	SOCIAL MEDIA, SOCIAL MOVEMENTS, AND THE ENVIRONMENT	Inclusive 	Social media platforms are changing the world of social movements, giving rise to a new generation of social activism. Social media can enable local actors to link with others from across the globe to incite social and environmental change. Social media has enabled people to document and share injustices (e.g., violence; dumping of toxic waste) in places where freedom of the press is limited or non-existent, and it has enabled people across different social groups (race, class, etc.) to engage with one another on issues of shared concern. Social media has also allowed people to share resources (financial, expertise, and organizational) with other social actors across the globe, empowering communities in novel ways. This course introduces students to the phenomena of social and environmental movements, theories on why they succeed and fail, and how social media has changed the landscape of social mobilization. This course will draw on interdisciplinary readings, concepts, and case studies from the social sciences, with emphasis on geography, public policy, sociology, and media studies. Course work will include small group projects, analyses of current social movement cases, and a final project. The final project will consist of interviewing members of a current social movement (potentially using social media), evaluating whether particular social media applications have helped to enable social mobilization, and designing new or revised social media tools to further enhance social mobilization. 
Social Science & Policy Studies	Environmental Studies	SENIOR SEMINAR IN ENVIRONMENTAL STUDIES	Focused	This course is intended for Environmental Studies majors. The course is designed to integrate each student's educational experience (e.g., core environmental courses, environmental electives, and environmental projects) in a capstone seminar in Environmental Studies. Through seminar discussions and writing assignments students will critically reflect on what they learned in their previous courses and project experiences. In teams, students will prepare a final capstone paper and presentation that critically engages their educational experience in environmental studies and anticipates how their courses and experiences will translate into their future personal and professional environmental experiences.
Engineering Science Interdisciplinary	Engineering Science Interdisciplinary	MASS TRANSFER	Focused	This course introduces the student to the phenomena of diffusion and mass transfer. These occur in processes during which a change in chemical composition of one or more phases occurs. Diffusion and mass transfer can take place in living systems, in the environment, and in chemical processes. This course will show how to handle quantitative calculations involving diffusion and/or mass transfer, including design of process equipment. Topics may include: fundamentals of diffusional transport, diffusion in thin films; unsteady diffusion; diffusion in solids; convective mass transfer; dispersion; transport in membranes; diffusion with chemical reaction; simultaneous heat and mass transfer; selected mass transfer operations such as absorption, drying, humidification, extraction, crystallization, adsorption, etc.
Engineering Science Interdisciplinary	Engineering Science Interdisciplinary	ENVIRONMENTAL IMPACTS OF ENGINEERING DECISIONS	Focused	Engineering decisions can affect the environment on local and global scales. This course will introduce students to concepts that will make them aware of the ramifications of their engineering decisions, and is intended for engineering students of all disciplines. Specific topics the course will cover include: environmental issues, waste minimization, energy conservation, water conservation and reuse, regulations (OSHA, TSCA, RCRA, etc.), life cycle assessment, risk assessment, sustainability, design for the environment, and environmental impact statements. Energy and mass balances will be applied to activities that impact the environment. Instruction will be provided through lectures, practitioner seminars, and a term project. Intended audience: all engineering majors desiring a general knowledge of the environmental impacts of engineering decisions. 
